Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
dry fast,"dry, waiting, paint, need",0.1379444779,60,true,Positive,"",""
"archival ink, fast drying","right, fast, away, drying",0.2244533346,61,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,62,true,Negative,"",""
You do not have to wait for the paint to dry.,"love, shirts, idea, iron",0.1818096871,63,true,Positive,"",""
dk,off-topic,0.0073709954,64,true,Neutral,"",""
not interested,off-topic,0.062601406,65,true,Negative,"",""
"I enjoy crafts and would use product on several projects that I have planned for ""one day"".","price, quality, cost, innovative",0.1899892915,66,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,67,true,Negative,"",""
use for projects,off-topic,0.0086336843,68,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,69,true,Positive,"",""
fast drying heat will seal on fabric,"heat, seal, sealed, immediately",0.1889047732,70,true,Positive,"",""
Dries quickly,"quick, materials, dries, surfaces",0.1517804078,71,true,Positive,"",""
Easy use,"easy, way, quick, effecient",0.1702284794,72,true,Positive,"",""
don't know,"love, shirts, idea, iron",0.1153556605,73,true,Positive,"",""
nothing  This is not a craft project I do,off-topic,0.0437710536,74,true,Negative,"",""
"spray on, heat seal","heat, seal, sealed, immediately",0.0973479741,75,true,Positive,"",""
looks like the perfect green stencil product,off-topic,0.1513097375,76,true,Positive,"",""
Get a screen-printed look with the ease of stenciling on clothing.,"never, clear, exactly, next",0.3483868271,77,true,Positive,"",""
I imagine the coloring,off-topic,0.166799131,78,true,Positive,"",""
How it can heat seal cloth fast.,"heat, seal, rather, results",0.3441005752,79,true,Positive,"",""
stupid q,"love, shirts, idea, iron",0.1539336021,80,true,Negative,"",""
it's a spray,"quick, materials, dries, surfaces",0.1078593875,81,true,Positive,"",""
Get a screen-printed look.,"love, shirts, idea, iron",0.2279406865,82,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,83,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,84,true,Negative,"",""
nopthing,off-topic,0.0,85,true,Negative,"",""
dries fast,"pigments, fast, drying, convenient",0.1378972566,86,true,Positive,"",""
HEAT SEALING NEW INNOVATION,"heat, seal, sealed, immediately",0.0983856021,87,true,Positive,"",""
it looks like a spray bottle with color in it.  not very revolutionary.  not interested,"colors, 10, pigment, color",0.1168919349,88,true,Negative,"",""
multi uses. drying time,off-topic,0.1442871432,89,true,Positive,"",""
easy to apply,"different, type, aspect, even",0.1335464618,90,true,Positive,"",""
none,none,0.0287608299,91,true,Negative,"",""
That you can stencil with a sprayer. I'd love to read the instructions to see how this works.,"love, shirts, idea, iron",0.2549855308,92,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,93,true,Negative,"",""
Setting with an iron for quick result,"iron, heat, seal, permanent",0.1279544603,94,true,Positive,"",""
Heat seal paint,"heat, seal, sealed, immediately",0.1070290865,95,true,Positive,"",""
the sprayer and fast drying aspect,"right, fast, away, drying",0.2138190471,96,true,Positive,"",""
"That the product appears to have been ""screen printed""","printed, screen, print, look",0.2201969448,97,true,Positive,"",""
mite be fun,"never, clear, exactly, next",0.1224910172,98,true,Neutral,"",""
"I don't use this type of product, but I guess the quick drying is somewhat new","different, type, aspect, even",0.1989272736,99,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,100,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,101,true,Negative,"",""
It can be heat sealed,"heat, seal, sealed, immediately",0.1078498133,102,true,Positive,"",""
never saw anything like this before,"never, clear, exactly, next",0.2179753276,103,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,104,true,Negative,"",""
n/a,off-topic,0.0,105,true,Negative,"",""
don't know,"love, shirts, idea, iron",0.1153556605,106,true,Neutral,"",""
can be creative with this,off-topic,0.035095233,107,true,Positive,"",""
don't know anything about these,"love, shirts, idea, iron",0.1803109559,108,true,Neutral,"",""
fast  drying,"pigments, fast, drying, convenient",0.1493740841,109,true,Positive,"",""
spray application rather than stipple brush,off-topic,0.2113581538,110,true,Positive,"",""
none,none,0.0287608299,111,true,Negative,"",""
acid free,"acid, free, heat, print",0.0948676897,112,true,Positive,"",""
don't use,off-topic,0.0,113,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,114,true,Negative,"",""
none,none,0.0287608299,115,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,116,true,Negative,"",""
?,off-topic,0.0,117,"","","",""
quick drying permanent and screen printed look,"printed, screen, print, look",0.2462270679,118,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,119,true,Negative,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,120,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,121,true,Positive,"",""
"If I'm not mistaking, I have already given my opinion on this product. I like that the product is heat sealed and appears to be longer lasting after washing.","different, type, aspect, even",0.502801812,122,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,123,true,Negative,"",""
na,na,0.0221823949,124,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,125,true,Negative,"",""
fast drying pigment,"pigments, fast, drying, convenient",0.1918456593,126,true,Positive,"",""
multisurface,off-topic,0.0,127,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,128,true,Positive,"",""
dontknow,off-topic,0.0,129,true,Neutral,"",""
You don't have to wait for the paint to dry.,"love, shirts, idea, iron",0.1818096871,130,true,Positive,"",""
heat seal with an iron,"iron, heat, seal, permanent",0.0794080691,131,true,Positive,"",""
my grand daughter using it alot and loves it we havent tryed this brand yet,off-topic,0.1461916901,132,true,Neutral,"",""
Archival ink.,"colors, 10, pigment, color",0.0820747082,133,true,Positive,"",""
spray top/heat seal,"heat, seal, sealed, immediately",0.1124077581,134,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,135,true,Negative,"",""
acid free multisurface ink,"acid, free, heat, print",0.1417754529,136,true,Positive,"",""
speed,off-topic,0.0186720575,137,true,Positive,"",""
"that it is a fast drying pigment, and saves the looks of not having to use  clothe patches.",off-topic,0.2065427094,138,true,Positive,"",""
heat seal with iron,"iron, heat, seal, permanent",0.0794080691,139,true,Positive,"",""
I have no idea.  I would not use it.,"never, clear, exactly, next",0.1822403534,140,true,Negative,"",""
It's a spray bottle don't need to use other tools or clean other sprayers.,off-topic,0.2741265232,141,true,Positive,"",""
acid-free,off-topic,0.0,142,true,Positive,"",""
"Nothing, as far as I'm concerned.",off-topic,0.1722629588,143,true,Negative,"",""
heat sealing,"heat, seal, sealed, immediately",0.0705522712,144,true,Positive,"",""
can seal with iron on fabric,"iron, heat, seal, permanent",0.0637227341,145,true,Positive,"",""
Boring,"never, clear, exactly, next",0.1130971137,146,true,Negative,"",""
dries fast and can be ironed onto clothing,"right, fast, away, drying",0.2762105702,147,true,Positive,"",""
This is good for crafters,"never, clear, exactly, next",0.2455415594,148,true,Positive,"",""
FAST DRYING,"pigments, fast, drying, convenient",0.1493740841,149,true,Positive,"",""
I have a brand,"clothing, fabrics, well, brand",0.0819782799,150,true,Negative,"",""
That it is easy to use.,"easy, way, quick, effecient",0.2084864571,151,true,Positive,"",""
gives people the ability to customize room paint schemes,"never, clear, exactly, next",0.2718351125,152,true,Positive,"",""
That it's easy to use,"easy, way, quick, effecient",0.2084864571,153,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,154,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,155,true,Negative,"",""
Nothing - I can't think of a use for it.,"love, shirts, idea, iron",0.2296755293,156,true,Negative,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,157,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,158,true,Negative,"",""
that it dries instantly.,"never, clear, exactly, next",0.144813905,159,true,Positive,"",""
fast-dry.,off-topic,0.0,160,true,Positive,"",""
good price,"price, quality, cost, innovative",0.1655735907,161,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,162,true,Positive,"",""
no more waiting for the paint to dry so the project would go faster,off-topic,0.2272026351,163,true,Positive,"",""
acid free paint,"acid, free, heat, print",0.1271165928,164,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,165,true,Neutral,"",""
Its ability to be used quickly and safely.,"never, clear, exactly, next",0.2450924032,166,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,167,true,Neutral,"",""
I would not use it; have no desire to purchase it; cannot identify with this product.,"product, products, never, innovative",0.2457626648,168,true,Neutral,"",""
nothing not interested,"never, clear, exactly, next",0.1516065655,169,true,Negative,"",""
heat seal with iron,"iron, heat, seal, permanent",0.0794080691,170,true,Positive,"",""
The heat seal ability,"heat, seal, sealed, immediately",0.1617949602,171,true,Positive,"",""
do not have any use for this product at all,"product, products, never, innovative",0.0993415841,172,true,Negative,"",""
dries quickly & works on multisurfaces,off-topic,0.0734587181,173,true,Positive,"",""
quick dry paint,"dry, waiting, paint, need",0.1796127167,174,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,175,true,Negative,"",""
no opinion,off-topic,0.0239085057,176,true,Neutral,"",""
"seals quickly, acid free","acid, free, heat, print",0.1637465099,177,true,Positive,"",""
don't have to wait for one coat to dry before you add another,off-topic,0.077066798,178,true,Positive,"",""
right size,off-topic,0.0675018978,179,true,Positive,"",""
It is an ink sprayer.,"colors, 10, pigment, color",0.1305459653,180,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,181,true,Positive,"",""
none,none,0.0287608299,182,true,Negative,"",""
not sure.,"anything, something, never, heard",0.1309808281,183,true,Neutral,"",""
quick dry,"dry, waiting, paint, need",0.1256708689,184,true,Positive,"",""
That you don't have to wait for it to dry.,"dry, waiting, paint, need",0.1641177343,185,true,Positive,"",""
Screen print look,"printed, screen, print, look",0.1555459076,186,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,187,true,Negative,"",""
"Well, it says that you no longer have to wait for the paint to dry. You can heat seal it with an iron on fabric for permanent clothing designs. But, at 60 years old that was the sort of thing that we did as teenagers!!","love, shirts, idea, iron",0.5854921926,188,true,Neutral,"",""
na,na,0.0221823949,189,true,Negative,"",""
na,na,0.0221823949,190,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,191,true,Positive,"",""
No interest,off-topic,0.038808383,192,true,Negative,"",""
Screen-printed look w/ the ease of stenciling,"never, clear, exactly, next",0.3342588374,193,true,Positive,"",""
easy to use,"easy, way, quick, effecient",0.1702284794,194,true,Positive,"",""
don't know wouldn't use,"love, shirts, idea, iron",0.1631375396,195,true,Negative,"",""
being able to use it on fabric and seal it,"never, clear, exactly, next",0.2096118294,196,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,197,true,Negative,"",""
"don't know, have never used this type of product","different, type, aspect, even",0.2133030771,198,true,Neutral,"",""
don't know,"love, shirts, idea, iron",0.1153556605,199,true,Neutral,"",""
"The spray, easy to create items",off-topic,0.1701785715,200,true,Positive,"",""
That the ink comes in a sprayer.,"never, clear, exactly, next",0.2759357992,201,true,Positive,"",""
No more waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,202,true,Positive,"",""
It's acid free,"acid, free, heat, print",0.1161887164,203,true,Positive,"",""
sprays and no waiting for paint to dry,"dry, waiting, paint, need",0.2190799411,204,true,Positive,"",""
i love to stencil,"love, shirts, idea, iron",0.100742135,205,true,Positive,"",""
no more waiting,"anything, something, never, heard",0.0935456585,206,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,207,true,Negative,"",""
DK,off-topic,0.0073709954,208,true,Neutral,"",""
do not know. Never used and have no use for the product.,"never, clear, exactly, next",0.3201377484,209,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,210,true,Positive,"",""
no comment,off-topic,0.077130487,211,true,Neutral,"",""
I'm not crafty or interested in this product,"product, products, never, innovative",0.1657496176,212,true,Negative,"",""
no waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,213,true,Positive,"",""
Nothing I can think of,"love, shirts, idea, iron",0.2296755293,214,true,Negative,"",""
none,none,0.0287608299,215,true,Negative,"",""
Nothing.   I don't stencil.,"anything, something, never, heard",0.2341728499,216,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,217,true,Positive,"",""
Heat seal. What a mess. I'd rather wait a few minutes for the ink to dry.,"heat, seal, rather, results",0.3383641697,218,true,Negative,"",""
no waiting of r paint to dry,"dry, waiting, paint, need",0.2150710673,219,true,Positive,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,220,true,Positive,"",""
don't know,"love, shirts, idea, iron",0.1153556605,221,true,Neutral,"",""
no more drab walls,off-topic,0.0391776202,222,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,223,true,Negative,"",""
ease of use,off-topic,0.1398833117,224,true,Positive,"",""
it would make stenciling a bit easier,off-topic,0.1995004341,225,true,Positive,"",""
HEAT SEAL,"heat, seal, sealed, immediately",0.0737506645,226,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,227,true,Neutral,"",""
Heat seals,"heat, seal, sealed, immediately",0.072308503,228,true,Positive,"",""
not waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,229,true,Positive,"",""
screen printed look with ease of stenciling,"printed, screen, print, look",0.2212709278,230,true,Positive,"",""
spray on ink that can be ironed to seal into fabric,"colors, 10, pigment, color",0.1861535146,231,true,Positive,"",""
you can have a screen printed look with just paint and an iron,"iron, heat, seal, permanent",0.1551072009,232,true,Positive,"",""
na,na,0.0221823949,233,true,Negative,"",""
very differnt,off-topic,0.0,234,true,Positive,"",""
Fast drying! I like how you can heat seal with iron to be permanent.,"iron, heat, seal, permanent",0.1671833962,235,true,Positive,"",""
"fast drying, spray","pigments, fast, drying, convenient",0.2017055302,236,true,Positive,"",""
is permant,off-topic,0.0,237,true,Positive,"",""
quick dry,"dry, waiting, paint, need",0.1256708689,238,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,239,true,Negative,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,240,true,Positive,"",""
"heat seal,no dry time","heat, seal, sealed, immediately",0.139012017,241,true,Positive,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,242,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,243,true,Positive,"",""
I don't use these types of products,"product, products, never, innovative",0.1448400819,244,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,245,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,246,true,Negative,"",""
multisurface ink,"colors, 10, pigment, color",0.1065903343,247,true,Positive,"",""
unsure,"never, clear, exactly, next",0.0902241664,248,true,Neutral,"",""
would be easier to use,"different, type, aspect, even",0.1636229688,249,true,Positive,"",""
quick and easy,"easy, way, quick, effecient",0.1929508901,250,true,Positive,"",""
That you heat seal it.,"heat, seal, sealed, immediately",0.0903257481,251,true,Positive,"",""
That you can heat seal it with an iron.,"iron, heat, seal, permanent",0.1025153764,252,true,Positive,"",""
you an be creative with crafts and clothing easily and quickly fast drying with the use of an iron,"iron, heat, seal, permanent",0.2290752455,253,true,Positive,"",""
The ink for stenciling,"colors, 10, pigment, color",0.1305459653,254,true,Positive,"",""
not much,off-topic,0.0,255,true,Negative,"",""
ink sprayers,"colors, 10, pigment, color",0.1065903343,256,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,257,true,Negative,"",""
quick drying good,"never, clear, exactly, next",0.2631264481,258,true,Positive,"",""
quick dry,"dry, waiting, paint, need",0.1256708689,259,true,Positive,"",""
Paint doesn't have to dry.,"dry, waiting, paint, need",0.1221786636,260,true,Positive,"",""
ok,off-topic,0.0248631393,261,true,Neutral,"",""
heat sealed,"heat, seal, sealed, immediately",0.0762613343,262,true,Positive,"",""
mmmmmmmmm,off-topic,0.0,263,"","","",""
acid free,"acid, free, heat, print",0.0948676897,264,true,Positive,"",""
Surfaces that it can be used on.,off-topic,0.0899727377,265,true,Positive,"",""
That you can heat seal it on with an iron,"iron, heat, seal, permanent",0.1025153764,266,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,267,true,Negative,"",""
"Per ad, quick and easy to use",off-topic,0.0547498665,268,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,269,true,Neutral,"",""
"spray on, heat seal on fabric","heat, seal, sealed, immediately",0.1264445132,270,true,Positive,"",""
idk I'm not doing a project that needs this now,off-topic,0.0548047682,271,true,Negative,"",""
Looks like it makes the project time less by being able to spray and then it dries quickly.,off-topic,0.2884612492,272,true,Positive,"",""
No more waiting for paint to dry,"dry, waiting, paint, need",0.2150710673,273,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,274,true,Negative,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,275,true,Positive,"",""
it's fast drying,"pigments, fast, drying, convenient",0.1493740841,276,true,Positive,"",""
It is a new type of stencil,off-topic,0.0417858992,277,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,278,true,Neutral,"",""
a spray stencil,"quick, materials, dries, surfaces",0.1507175313,279,true,Positive,"",""
that it is acid free,"acid, free, heat, print",0.0948676897,280,true,Positive,"",""
"spray makes stenciling easier, I'd think","never, clear, exactly, next",0.3633588433,281,true,Positive,"",""
no waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,282,true,Positive,"",""
You can heat seal it.,"love, shirts, idea, iron",0.1827862779,283,true,Positive,"",""
It comes in a spray bottle,"never, clear, exactly, next",0.2863800597,284,true,Positive,"",""
versitle,off-topic,0.0,285,true,Positive,"",""
NOTHING,"anything, something, never, heard",0.1288324413,286,true,Negative,"",""
screen print look,"printed, screen, print, look",0.1555459076,287,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,288,true,Negative,"",""
It is affordable & usable by many. Its qualities is very exciting and can be used by most members of a family.,"price, quality, cost, innovative",0.3134170201,289,true,Positive,"",""
can't say I don't do crafts,"love, shirts, idea, iron",0.2154622333,290,true,Neutral,"",""
That it is fast drying in 10 colors.,"colors, 10, pigment, color",0.16595444,291,true,Positive,"",""
none,none,0.0287608299,292,true,Negative,"",""
it is permanent,off-topic,0.0062382053,293,true,Positive,"",""
nothing.,"anything, something, never, heard",0.1288324413,294,true,Negative,"",""
na,na,0.0221823949,295,true,Negative,"",""
n/a,off-topic,0.0,296,true,Negative,"",""
dries quickly,"quick, materials, dries, surfaces",0.1517804078,297,true,Positive,"",""
"Its sprayable ink, can spray on mulit-surfaces, 10 colors","colors, 10, pigment, color",0.1589617676,298,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,299,true,Negative,"",""
that you can heat seal it to clothing with an iron,"iron, heat, seal, permanent",0.1190676869,300,true,Positive,"",""
na,na,0.0221823949,301,true,Negative,"",""
No drying time,"quick, materials, dries, surfaces",0.1612691202,302,true,Positive,"",""
versitile,off-topic,0.0,303,true,Positive,"",""
look of screen-printing,"never, clear, exactly, next",0.1992322054,304,true,Positive,"",""
I don't find it to be of use to me.,"never, clear, exactly, next",0.1900654463,305,true,Negative,"",""
"Quick dry, heat seal","heat, seal, sealed, immediately",0.1545801502,306,true,Positive,"",""
nothing new,"anything, something, never, heard",0.1821965857,307,true,Negative,"",""
No comment.  Would not use this product.,"product, products, never, innovative",0.178905288,308,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,309,true,Positive,"",""
nice colors,"colors, 10, pigment, color",0.0846357607,310,true,Positive,"",""
it is an innovation product,"product, products, never, innovative",0.0766713357,311,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,312,true,Negative,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,313,true,Positive,"",""
No dry time,"dry, waiting, paint, need",0.1160710741,314,true,Positive,"",""
Spray no brush strokes,off-topic,0.0316680028,315,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,316,true,Negative,"",""
Spray packaging,"clothing, fabrics, well, brand",0.1299741374,317,true,Positive,"",""
"For any one who is into crafts, this might be a very good product. It's acid -free and there's no need to waiting for paint to dry","acid, free, heat, print",0.5298019503,318,true,Positive,"",""
"The next stencil we do or use will be the first, therefore I'm not qualified to comment.",off-topic,0.2356023496,319,true,Negative,"",""
It dries quickly.,"quick, materials, dries, surfaces",0.185892276,320,true,Positive,"",""
You can stencil and design to your own taste.,"love, shirts, idea, iron",0.2089209222,321,true,Positive,"",""
fast drying on fabric and stationery.,"right, fast, away, drying",0.1856157945,322,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,323,true,Negative,"",""
Fast drying and can heat seal,"heat, seal, sealed, immediately",0.1585154434,324,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,325,true,Negative,"",""
no waiting for paint to dry!,"dry, waiting, paint, need",0.1862570079,326,true,Positive,"",""
spray bottle,"quick, materials, dries, surfaces",0.1748636026,327,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,328,true,Negative,"",""
acid-free multisurface,off-topic,0.0,329,true,Positive,"",""
"that it is a small sprayer, drys quickly","quick, materials, dries, surfaces",0.2087847319,330,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,331,true,Neutral,"",""
acid free,"acid, free, heat, print",0.0948676897,332,true,Positive,"",""
IN A NEW SPRAY BOTTLE,"quick, materials, dries, surfaces",0.2764836321,333,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,334,true,Negative,"",""
You spray it on,"love, shirts, idea, iron",0.1198391924,335,true,Positive,"",""
acid free ink.,"acid, free, heat, print",0.1227811438,336,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,337,true,Positive,"",""
drys with iron,"iron, heat, seal, permanent",0.0356694858,338,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,339,true,Negative,"",""
sprayer,off-topic,0.0,340,true,Positive,"",""
can be used on fabrics,"clothing, fabrics, well, brand",0.1495354579,341,true,Positive,"",""
The sprayers.,off-topic,0.0,342,true,Positive,"",""
acid free ink sprayer,"acid, free, heat, print",0.1417754529,343,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,344,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,345,true,Positive,"",""
No waiting for paint to dry.  Sprayers.,"dry, waiting, paint, need",0.2404567632,346,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,347,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,348,true,Positive,"",""
im not sure im nota familiar with this type of prodcut,off-topic,0.0647507283,349,true,Neutral,"",""
Never heard of them,"anything, something, never, heard",0.1508164869,350,true,Neutral,"",""
precise application and quick drying,off-topic,0.118422345,351,true,Positive,"",""
you can seal It with heat,"heat, seal, sealed, immediately",0.1042991899,352,true,Positive,"",""
The entire product is new and different.,"different, type, aspect, even",0.2540376154,353,true,Positive,"",""
easy for quick drying,"easy, way, quick, effecient",0.2512797514,354,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,355,true,Negative,"",""
None,none,0.0287608299,356,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,357,true,Positive,"",""
